"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","N_phys","decay_rate","hidden_dim","lr","strategy","w_phys_init","RMSE_total","RMSE_vx","RMSE_vy","config/N_phys","config/decay_rate","config/hidden_dim","config/lr","config/w_phys_init","done","epoch","iterations_since_restore","pid","time_since_restore","time_this_iter_s","time_total_s","timestamp","train_data","train_phys","training_iteration","val_total","w_phys","trial_name"
"2026-02-09 18:41:27","2.5min","62f83b7959ed44e7a3126ac71e97f398","trainable_pinn_ray_9208b_00291","","","unknown","FINISHED","256","0.049506582008169805","128","0.001786184801388779","physics_cutoff","0.6451188310172914","0.03809317201375961","0.07349328696727753","0.0026930533349514008","256","0.049506582008169805","128","0.001786184801388779","0.6451188310172914","1","20","20","336728","19.937117099761963","0.8316240310668945","19.937117099761963","1770659034","0.009787390506150382","4.01503849029541","20","1.0252530190047533","0.2518439062142117","trainable_pinn_ray_9208b_00291"
"2026-02-09 18:41:26","2.1min","bea8a60342b44092b07f5d63eda2739b","trainable_pinn_ray_9208b_00289","","","unknown","FINISHED","2048","0.10403528866623105","256","0.0021187974325993994","physics_cutoff","0.4099224142192544","0.12855614721775055","0.25383415818214417","0.0032781283371150494","2048","0.10403528866623105","256","0.0021187974325993994","0.4099224142192544","1","10","10","336504","15.752665996551514","1.7907676696777344","15.752665996551514","1770659011","0.012481776982425682","4.021219253540039","10","0.657890981778638","0.16071784470735218","trainable_pinn_ray_9208b_00289"
"2026-02-09 18:41:26","1.4min","508453128f654b09bd9e50ba68d789e0","trainable_pinn_ray_9208b_00287","","","unknown","FINISHED","2048","0.10372699734841112","64","0.004134335727090457","physics_cutoff","0.5406447280585325","0.09717391431331635","0.19131571054458618","0.003032116452232003","2048","0.10372699734841112","64","0.004134335727090457","0.5406447280585325","1","10","10","336476","12.217288255691528","1.360619306564331","12.217288255691528","1770658958","0.010538460157300917","4.071648120880127","10","0.8785401870093009","0.21255895646892164","trainable_pinn_ray_9208b_00287"
"2026-02-09 18:41:13","3.4min","992b68cecac24be5a834aabab5f1fd94","trainable_pinn_ray_9208b_00276","","","unknown","FINISHED","512","0.05045426645368363","256","0.00025326801878185835","physics_cutoff","0.449300716651736","0.03487887606024742","0.06760299205780029","0.002154759131371975","512","0.05045426645368363","256","0.00025326801878185835","0.449300716651736","1","40","40","329936","50.89525318145752","0.9300386905670166","50.89525318145752","1770659076","0.006441345387664173","4.003591537475586","40","0.2558404183517024","0.06280131541928655","trainable_pinn_ray_9208b_00276"
"2026-02-09 18:41:05","4.3min","05b98d7d6cb84e29bd0a3ddde35208a1","trainable_pinn_ray_9208b_00285","","","unknown","FINISHED","256","0.09381416355501894","128","0.00020335661790711146","physics_cutoff","0.510065353466824","0.025945613160729408","0.049787189811468124","0.0021040374413132668","256","0.09381416355501894","128","0.00020335661790711146","0.510065353466824","1","50","50","334100","55.08153319358826","1.0892221927642822","55.08153319358826","1770659123","0.005293207515346547","4.023640155792236","50","0.00002762088045147398","0","trainable_pinn_ray_9208b_00285"
"2026-02-09 18:41:00","37.3s","8593e9440ce8416893715444f5d83cd7","trainable_pinn_ray_9208b_00286","","","unknown","FINISHED","256","0.03783350663288928","64","0.003624381880102358","physics_cutoff","0.4698109700785447","0.06616829335689545","0.12963132560253143","0.0027052576187998056","256","0.03783350663288928","64","0.003624381880102358","0.4698109700785447","1","10","10","325232","9.781955003738403","1.0173439979553223","9.781955003738403","1770658894","0.011040388724781693","3.9858651161193848","10","1.341852142432526","0.33422982755270514","trainable_pinn_ray_9208b_00286"
"2026-02-09 18:40:44","27.8s","f05900b00e2d4679a190e38f89578c6e","trainable_pinn_ray_9208b_00280","","","unknown","FINISHED","1024","0.03164093244087254","256","0.0016598527638069242","physics_cutoff","0.6822094783819739","0.11712346225976944","0.23135733604431152","0.0028895915020257235","1024","0.03164093244087254","256","0.0016598527638069242","0.6822094783819739","1","10","10","327112","11.807003498077393","1.115591287612915","11.807003498077393","1770658865","0.010775931183278801","3.9997119903564453","10","2.0803002068575474","0.5131500880949268","trainable_pinn_ray_9208b_00280"
"2026-02-09 18:40:43","3.1min","4580e08ab88e42c28e8230b9224b7b8e","trainable_pinn_ray_9208b_00284","","","unknown","FINISHED","1024","0.04096974840032528","256","0.0002905226518645929","physics_cutoff","0.4654196406101406","0.028399772942066193","0.053872741758823395","0.0029268022626638412","1024","0.04096974840032528","256","0.0002905226518645929","0.4654196406101406","1","40","40","322608","48.35504865646362","1.0091419219970703","48.35504865646362","1770659024","0.005801270967499624","4.00459623336792","40","0.38304785452718104","0.09417165782206274","trainable_pinn_ray_9208b_00284"
"2026-02-09 18:40:23","52.6s","63a65b49d6da4f5ca501ccbda9c93ea3","trainable_pinn_ray_9208b_00279","","","unknown","FINISHED","1024","0.07802422920541906","256","0.0004759791638959936","physics_cutoff","0.5320689476909328","0.10808584094047546","0.2129904180765152","0.0031812696252018213","1024","0.07802422920541906","256","0.0004759791638959936","0.5320689476909328","1","10","10","332200","11.820033073425293","1.2028210163116455","11.820033073425293","1770658846","0.008719141995008554","3.9801454544067383","10","1.0687170279842406","0.2636322182091217","trainable_pinn_ray_9208b_00279"
"2026-02-09 18:39:58","3.3min","1924dc5fcb4c4a58ad685413cdb55b49","trainable_pinn_ray_9208b_00283","","","unknown","FINISHED","512","0.0785245149007729","128","0.00033271810439384743","physics_cutoff","0.6212103591330653","0.026201799511909485","0.04975229501724243","0.002651304705068469","512","0.0785245149007729","128","0.00033271810439384743","0.6212103591330653","1","40","40","228844","42.17970299720764","1.2830579280853271","42.17970299720764","1770658987","0.005809798968144723","3.9908323287963867","40","0.11873696464828777","0.02905567119223599","trainable_pinn_ray_9208b_00283"
"2026-02-09 18:39:55","25.0s","c80b53f769ab4d53ab6037c4d453b855","trainable_pinn_ray_9208b_00282","","","unknown","FINISHED","2048","0.04496984469688279","64","0.0006518053688878573","physics_cutoff","0.3778233292741204","0.05513393506407738","0.10730285197496414","0.002965017920359969","2048","0.04496984469688279","64","0.0006518053688878573","0.3778233292741204","1","10","10","314048","11.84319257736206","1.0726525783538818","11.84319257736206","1770658819","0.007796969311687375","4.0913519859313965","10","1.0427237895815105","0.25206780057317063","trainable_pinn_ray_9208b_00282"
"2026-02-09 18:39:55","4.6min","d11ca9ae3193431498d840fd03c0f6fa","trainable_pinn_ray_9208b_00281","","","unknown","FINISHED","1024","0.08892237732882133","256","0.00013216091620295165","physics_cutoff","0.6818640120133229","0.027400601655244827","0.0527392216026783","0.0020619803108274937","1024","0.08892237732882133","256","0.00013216091620295165","0.6818640120133229","1","50","50","335308","63.46740245819092","1.0154204368591309","63.46740245819092","1770659066","0.005082322804692892","4.014293193817139","50","0.00002723695518896772","0","trainable_pinn_ray_9208b_00281"
"2026-02-09 18:39:46","1.0min","e296f0dfcfeb46f094e50812177bc89f","trainable_pinn_ray_9208b_00271","","","unknown","FINISHED","256","0.05863003982563075","64","0.00018647670707690222","physics_cutoff","0.5419815690762163","0.06313952058553696","0.12295935302972794","0.0033196937292814255","256","0.05863003982563075","64","0.00018647670707690222","0.5419815690762163","1","10","10","326512","11.067007780075073","0.937760591506958","11.067007780075073","1770658848","0.00940437077154075","4.1437668800354","10","1.3502717309962524","0.31975709743438824","trainable_pinn_ray_9208b_00271"
"2026-02-09 18:39:45","1.6min","4872e74280e148f99de43a63fa9d6707","trainable_pinn_ray_9208b_00273","","","unknown","FINISHED","512","0.10270613477471327","64","0.00035943431111606363","physics_cutoff","0.5670373542254339","0.03613157942891121","0.0696239247918129","0.0026392352301627398","512","0.10270613477471327","64","0.00035943431111606363","0.5670373542254339","1","20","20","333320","21.7155544757843","1.1333365440368652","21.7155544757843","1770658882","0.006509076668730666","4.054263114929199","20","0.3341565734862377","0.0805605134021383","trainable_pinn_ray_9208b_00273"
"2026-02-09 18:39:44","2.2min","4b4a68bdbf9e49338803e1c785472751","trainable_pinn_ray_9208b_00277","","","unknown","FINISHED","1024","0.07171446394205151","64","0.0013654427670085282","physics_cutoff","0.5477961384038458","0.07974006235599518","0.15676577389240265","0.0027143466286361217","1024","0.07171446394205151","64","0.0013654427670085282","0.5477961384038458","1","20","20","295860","23.384140968322754","0.833853006362915","23.384140968322754","1770658914","0.0071934370339036945","4.069612503051758","20","0.5779568895210502","0.14023623488858433","trainable_pinn_ray_9208b_00277"
"2026-02-09 18:39:44","2.9min","8f7f0d4d30074e33bb779d1646be0d39","trainable_pinn_ray_9208b_00264","","","unknown","FINISHED","4096","0.05908175913632507","64","0.001463654618165554","physics_cutoff","0.30695191607419187","0.03903914615511894","0.07518959045410156","0.0028887034859508276","4096","0.05908175913632507","64","0.001463654618165554","0.30695191607419187","1","20","20","331844","25.424912214279175","1.274766445159912","25.424912214279175","1770658959","0.0068916618718855805","4.115680694580078","20","0.4154616505395017","0.09989680334205557","trainable_pinn_ray_9208b_00264"
"2026-02-09 18:39:43","2.4min","fe444f7377874db79b934de0d7424124","trainable_pinn_ray_9208b_00278","","","unknown","FINISHED","512","0.03230778592257921","64","0.0007619112439446719","physics_cutoff","0.49167275105189234","0.0407445915043354","0.07913988083600998","0.0023493031039834023","512","0.03230778592257921","64","0.0007619112439446719","0.49167275105189234","1","20","20","28064","21.43845820426941","1.3393819332122803","21.43845820426941","1770658928","0.006508680678258139","4.015781402587891","20","1.0901155244415899","0.26612481352824446","trainable_pinn_ray_9208b_00278"
"2026-02-09 18:38:58","43.3s","fed73e9bd6ef444396a9dc02efbe8569","trainable_pinn_ray_9208b_00270","","","unknown","FINISHED","256","0.09002743652918166","128","0.0039675189362182285","physics_cutoff","0.630735553484751","0.10568565130233765","0.20837895572185516","0.0029923543334007263","256","0.09002743652918166","128","0.0039675189362182285","0.630735553484751","1","10","10","335792","14.85448145866394","1.5034353733062744","14.85448145866394","1770658781","0.013246280426580099","4.030529022216797","10","1.1470852677841763","0.2805185219769088","trainable_pinn_ray_9208b_00270"
"2026-02-09 18:38:57","26.1s","f91d1a96c05d46a6b85c5a3e2e8b3560","trainable_pinn_ray_9208b_00275","","","unknown","FINISHED","2048","0.0925920486020876","64","0.00041937945935700285","physics_cutoff","0.4584690766437021","0.05406651645898819","0.10513510555028915","0.002997930161654949","2048","0.0925920486020876","64","0.00041937945935700285","0.4584690766437021","1","10","10","325688","14.370582580566406","1.5691561698913574","14.370582580566406","1770658762","0.007833433401350292","4.115442276000977","10","0.8297580050242255","0.19925081487782192","trainable_pinn_ray_9208b_00275"
"2026-02-09 18:38:56","35.1s","81f6f751d11a4da2bb4fae6baeed8da4","trainable_pinn_ray_9208b_00268","","","unknown","FINISHED","256","0.07474572876075845","128","0.0040259763981485815","physics_cutoff","0.5732992113158584","0.05978936329483986","0.11185392737388611","0.0077248020097613335","256","0.07474572876075845","128","0.0040259763981485815","0.5732992113158584","1","10","10","334080","14.76589298248291","1.3862004280090332","14.76589298248291","1770658770","0.013182986238520713","4.007992744445801","10","1.192235132540452","0.2925677329116606","trainable_pinn_ray_9208b_00268"
"2026-02-09 18:38:54","2.0min","0c3042e7774c4ee9832f57451d587c4c","trainable_pinn_ray_9208b_00274","","","unknown","FINISHED","256","0.04081881498335476","64","0.0005495952698378301","physics_cutoff","0.6271336864700086","0.035968925803899765","0.06962279975414276","0.0023150513879954815","256","0.04081881498335476","64","0.0005495952698378301","0.6271336864700086","1","20","20","333224","24.34805393218994","0.790532112121582","24.34805393218994","1770658851","0.006103461859897981","4.0763678550720215","20","1.1942121701814146","0.28876183536772104","trainable_pinn_ray_9208b_00274"
"2026-02-09 18:38:36","1.7min","2a22c7d9d4254b68b26e9157d5de4471","trainable_pinn_ray_9208b_00272","","","unknown","FINISHED","1024","0.05598170359775743","128","0.0018982447137032372","physics_cutoff","0.3361926781148203","0.0812293291091919","0.15927737951278687","0.0031812763772904873","1024","0.05598170359775743","128","0.0018982447137032372","0.3361926781148203","1","20","20","332016","28.073936939239502","0.7726514339447021","28.073936939239502","1770658814","0.010257641065700521","4.05357551574707","20","0.47897510435126317","0.11605126974456727","trainable_pinn_ray_9208b_00272"
"2026-02-09 18:38:25","1.2min","6663157de2de4a63828ed96fbd3edce9","trainable_pinn_ray_9208b_00269","","","unknown","FINISHED","2048","0.113785382595628","64","0.0009320706736998829","physics_cutoff","0.3121548238787347","0.0419485941529274","0.08137791603803635","0.0025192711036652327","2048","0.113785382595628","64","0.0009320706736998829","0.3121548238787347","1","20","20","332216","27.578478574752808","1.2028968334197998","27.578478574752808","1770658774","0.008008863260563943","4.070079326629639","20","0.14818646354736442","0.035930158978604826","trainable_pinn_ray_9208b_00269"
"2026-02-09 18:37:52","1.0min","206d05f04e444194b724f23ce97a9148","trainable_pinn_ray_9208b_00259","","","unknown","FINISHED","2048","0.05272750038678773","64","0.0009972359184488126","physics_cutoff","0.6794333419405735","0.034270528703927994","0.06582211703062057","0.0027189403772354126","2048","0.05272750038678773","64","0.0009972359184488126","0.6794333419405735","1","20","20","329924","26.802052974700928","1.2093346118927002","26.802052974700928","1770658729","0.006730520446229005","4.05122709274292","20","1.0200939093461083","0.24949443809554422","trainable_pinn_ray_9208b_00259"
"2026-02-09 18:37:45","39.7s","e9ac2711e8f94069945b484bd466a6ed","trainable_pinn_ray_9208b_00262","","","unknown","FINISHED","4096","0.04098989226090241","64","0.003901799754802217","physics_cutoff","0.31573741626740387","0.12970219552516937","0.2551097869873047","0.004294610116630793","4096","0.04098989226090241","64","0.003901799754802217","0.31573741626740387","1","10","10","335096","14.882451295852661","1.465142011642456","14.882451295852661","1770658704","0.012372503323750872","4.04020881652832","10","0.8922912137730733","0.21832873302268785","trainable_pinn_ray_9208b_00262"
"2026-02-09 18:37:23","1.3min","79045ff3c21840c68c6a6312b2230b76","trainable_pinn_ray_9208b_00267","","","unknown","FINISHED","512","0.10813280289397548","64","0.001389091403693966","physics_cutoff","0.4775000877218284","0.05546438694000244","0.10782915353775024","0.003099617315456271","512","0.10813280289397548","64","0.001389091403693966","0.4775000877218284","1","10","10","335524","13.680082082748413","1.3790316581726074","13.680082082748413","1770658719","0.007736809615556511","4.036691188812256","10","0.7419144156494294","0.18043473213929506","trainable_pinn_ray_9208b_00267"
"2026-02-09 18:37:18","30.3s","feea4d885a514e93af3021bcc67c799d","trainable_pinn_ray_9208b_00266","","","unknown","FINISHED","512","0.04816681069106535","64","0.00033355214219754886","physics_cutoff","0.5818723050946586","0.06093592196702957","0.11879531294107437","0.003076528199017048","512","0.04816681069106535","64","0.00033355214219754886","0.5818723050946586","1","10","10","333388","13.497407913208008","1.349731683731079","13.497407913208008","1770658667","0.00871029140938434","4.077183246612549","10","1.5646462700336496","0.37719025690855307","trainable_pinn_ray_9208b_00266"
"2026-02-09 18:37:09","1.2min","43743f31f52c42daa0e3156116bb075b","trainable_pinn_ray_9208b_00265","","","unknown","FINISHED","2048","0.06083881393088238","256","0.0002703459921624323","physics_cutoff","0.5086920186544852","0.0551200732588768","0.10797620564699173","0.0022639413364231586","2048","0.06083881393088238","256","0.0002703459921624323","0.5086920186544852","1","20","20","334340","34.00783443450928","1.5073082447052002","34.00783443450928","1770658700","0.006386522896542785","4.005228042602539","20","0.6495103014391791","0.16011707995086363","trainable_pinn_ray_9208b_00265"
"2026-02-09 18:37:01","44.4s","e8fa0d68f6fd4ab18e6574df58806d8c","trainable_pinn_ray_9208b_00258","","","unknown","FINISHED","256","0.06033028587881577","64","0.00019427351087783351","physics_cutoff","0.507909579422407","0.06897565722465515","0.13476653397083282","0.0031847876962274313","256","0.06033028587881577","64","0.00019427351087783351","0.507909579422407","1","10","10","328636","13.649949073791504","1.3154947757720947","13.649949073791504","1770658664","0.00916214942774405","4.139379024505615","10","1.2332727695517494","0.2951048938652436","trainable_pinn_ray_9208b_00258"
"2026-02-09 18:36:43","36.3s","9dba629abfda4b60afc4fe70699c4b2b","trainable_pinn_ray_9208b_00263","","","unknown","FINISHED","2048","0.09193870792799358","64","0.00014980241656926044","physics_cutoff","0.5338682801770355","0.07076336443424225","0.13785701990127563","0.0036697015166282654","2048","0.09193870792799358","64","0.00014980241656926044","0.5338682801770355","1","10","10","334008","14.144125938415527","1.404444932937622","14.144125938415527","1770658638","0.010195930698706258","4.228384971618652","10","0.9942491649348931","0.23338764202906","trainable_pinn_ray_9208b_00263"
"2026-02-09 18:36:34","4.0min","9867a5984dd94b788ce4dfab0e06825f","trainable_pinn_ray_9208b_00241","","","unknown","FINISHED","256","0.08352989736392424","256","0.00016257209315353967","physics_cutoff","0.6584885210740152","0.025021124631166458","0.04800979420542717","0.00203245528973639","256","0.08352989736392424","256","0.00016257209315353967","0.6584885210740152","1","50","50","331492","72.78710579872131","0.8605265617370605","72.78710579872131","1770658831","0.0051530272053975255","3.9905264377593994","50","0.000025760037627356547","0","trainable_pinn_ray_9208b_00241"
"2026-02-09 18:36:12","47.3s","1c12d3ee1a3c47b7826279551303666a","trainable_pinn_ray_9208b_00261","","","unknown","FINISHED","512","0.05427746503652907","64","0.00022372681577024632","physics_cutoff","0.34476784775909114","0.061690282076597214","0.12026039510965347","0.0031201676465570927","512","0.05427746503652907","64","0.00022372681577024632","0.34476784775909114","1","10","10","335292","13.123204469680786","1.3290300369262695","13.123204469680786","1770658617","0.00894401036015141","4.1302618980407715","10","0.8883636298667302","0.21153153735384628","trainable_pinn_ray_9208b_00261"
"2026-02-09 18:36:02","50.0s","9a285bee568c4140b8a4935aefe83e88","trainable_pinn_ray_9208b_00260","","","unknown","FINISHED","2048","0.10036112968605264","256","0.0004037170188955066","physics_cutoff","0.5134047701198782","0.07132086157798767","0.1396607607603073","0.002980966353788972","2048","0.10036112968605264","256","0.0004037170188955066","0.5134047701198782","1","10","10","335324","17.221182107925415","1.8163411617279053","17.221182107925415","1770658611","0.007394426797081025","4.025452136993408","10","0.8503379047579661","0.20805748099357255","trainable_pinn_ray_9208b_00260"
"2026-02-09 18:35:38","40.6s","0b959d1ebaa64151b6b7323443459f99","trainable_pinn_ray_9208b_00257","","","unknown","FINISHED","1024","0.06569937987092057","128","0.0009992989111966438","physics_cutoff","0.539485592040043","0.06101660057902336","0.11856669932603836","0.0034664999693632126","1024","0.06569937987092057","128","0.0009992989111966438","0.539485592040043","1","10","10","313492","12.103566646575928","1.5517892837524414","12.103566646575928","1770658577","0.009538058495719827","4.058097839355469","10","1.2253801670384874","0.2986647358111977","trainable_pinn_ray_9208b_00257"
"2026-02-09 18:35:29","2.0min","f0cff536c67e45ae82ae56d0a77414d6","trainable_pinn_ray_9208b_00256","","","unknown","FINISHED","1024","0.06591413515233999","64","0.0012821470376744987","physics_cutoff","0.4248592226785788","0.03776554390788078","0.07224816828966141","0.003282919293269515","1024","0.06591413515233999","64","0.0012821470376744987","0.4248592226785788","1","20","20","328504","24.920600652694702","1.1654844284057617","24.920600652694702","1770658646","0.0074263999572834905","4.095276832580566","20","0.5021157568550566","0.12143623441698995","trainable_pinn_ray_9208b_00256"
"2026-02-09 18:35:17","4.1min","4fe542c290cd45f1b20ee51649016de2","trainable_pinn_ray_9208b_00255","","","unknown","FINISHED","256","0.07007747295023989","128","0.0002630499233296753","physics_cutoff","0.6482999605090045","0.029377536848187447","0.056591130793094635","0.0021639433689415455","256","0.07007747295023989","128","0.0002630499233296753","0.6482999605090045","1","50","50","332192","63.21596598625183","1.2576205730438232","63.21596598625183","1770658763","0.005355068232728949","4.0570454597473145","50","0.00003024322109746619","0","trainable_pinn_ray_9208b_00255"
"2026-02-09 18:35:11","4.1min","a3ae0f43ca3a4388b536cd8e3a7dc5f3","trainable_pinn_ray_9208b_00254","","","unknown","FINISHED","4096","0.046287925743854076","128","0.00025326722025521625","physics_cutoff","0.6885580376166558","0.02290133759379387","0.04329958185553551","0.0025030947290360928","4096","0.046287925743854076","128","0.00025326722025521625","0.6885580376166558","1","50","50","330492","69.78145456314087","1.3589191436767578","69.78145456314087","1770658758","0.0054090555791082165","4.053858280181885","50","0.00003622287535578043","0","trainable_pinn_ray_9208b_00254"
"2026-02-09 18:34:57","49.9s","3d0714a9ea7241e6aa6c9407e74c304a","trainable_pinn_ray_9208b_00253","","","unknown","FINISHED","2048","0.04184109166145338","128","0.0011830466493601077","physics_cutoff","0.5932452089661124","0.06575331836938858","0.1290976107120514","0.002409020671620965","2048","0.04184109166145338","128","0.0011830466493601077","0.5932452089661124","1","10","10","335580","11.002529859542847","1.1155123710632324","11.002529859542847","1770658546","0.008387924485554497","4.040909767150879","10","1.651219517756335","0.40709150753915857","trainable_pinn_ray_9208b_00253"
"2026-02-09 18:34:46","43.4s","c9bf9cb209554145bdcf63d3424e381b","trainable_pinn_ray_9208b_00251","","","unknown","FINISHED","512","0.07380020472822325","256","0.0005561532002938755","physics_cutoff","0.5901030641660545","0.08697032183408737","0.17131681740283966","0.002623829524964094","512","0.07380020472822325","256","0.0005561532002938755","0.5901030641660545","1","10","10","335060","11.948350429534912","1.1334218978881836","11.948350429534912","1770658528","0.008689291450390291","4.002007007598877","10","1.2330549471634114","0.3037167015495483","trainable_pinn_ray_9208b_00251"
"2026-02-09 18:34:46","1.1min","de1fb1607efd4254ac5c9e40368de12a","trainable_pinn_ray_9208b_00252","","","unknown","FINISHED","4096","0.0833115295734026","256","0.0005205844661665665","physics_cutoff","0.4107311188940206","0.06618064641952515","0.12963727116584778","0.002724016783758998","4096","0.0833115295734026","256","0.0005205844661665665","0.4107311188940206","1","10","10","335108","14.284430027008057","1.3309049606323242","14.284430027008057","1770658519","0.008984404503397884","4.006613731384277","10","0.7848028585060554","0.1940537189056958","trainable_pinn_ray_9208b_00252"
"2026-02-09 18:34:04","2.4min","31033b707f2040e18bb8a265ffdccce7","trainable_pinn_ray_9208b_00248","","","unknown","FINISHED","256","0.04985050124300909","256","0.0001375659844172818","physics_cutoff","0.4613045444495327","0.027836089953780174","0.052967462688684464","0.0027047162875533104","256","0.04985050124300909","256","0.0001375659844172818","0.4613045444495327","1","40","40","330648","48.95309400558472","1.3296489715576172","48.95309400558472","1770658589","0.005284769060615931","3.994981288909912","40","0.2672958721349994","0.06601545580240119","trainable_pinn_ray_9208b_00248"
