"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","N_phys","decay_rate","hidden_dim","lr","w_data_init","w_phys_init","config/N_phys","config/decay_rate","config/hidden_dim","config/lr","config/w_data_init","config/w_phys_init","done","epoch","iterations_since_restore","pid","time_since_restore","time_this_iter_s","time_total_s","timestamp","train_data","train_phys","train_total","training_iteration","trial_id","val_data","val_phys","val_total","trial_name"
"2025-11-20 14:44:13","8.1min","3d48632cd808402c8cd7f597d84bd0ce","trainable_pinn_ray_b943780e","","","unknown","FINISHED","350","0.09653655702496916","64","0.0023632008598617163","0.7068541860999288","0.06786077899207828","350","0.09653655702496916","64","0.0023632008598617163","0.7068541860999288","0.06786077899207828","0","50","1","39548","478.76989579200745","478.76989579200745","478.76989579200745","1763646732","0.007919007201086391","0.929905046959116","0.006154407345868572","1","","0.012501803199835347","2.8069476078154376","0.010517743027958765","trainable_pinn_ray_b943780e"
"2025-11-20 15:01:05","8.3min","ed3c31aa95384bf788f8118da98bebce","trainable_pinn_ray_0ac28459","","","unknown","FINISHED","392","0.09556146163750205","128","0.006548108398366557","0.5284185161309073","0.3547272129108397","392","0.09556146163750205","128","0.006548108398366557","0.5284185161309073","0.3547272129108397","0","50","1","23896","488.56870436668396","488.56870436668396","488.56870436668396","1763647754","0.010468939629693827","0.5234963124448603","0.007250757352684182","1","","0.010501541150776813","1.7184453290546318","0.011191315147871438","trainable_pinn_ray_0ac28459"
"2025-11-20 13:08:13","1.1h","45b973ba877a4e6cadafc18dea6ebd52","trainable_pinn_ray_eab6b6ff","","","unknown","FINISHED","506","0.08950895736464246","32","0.007076552373915481","0.6338880050744078","0.14273928969278088","506","0.08950895736464246","32","0.007076552373915481","0.6338880050744078","0.14273928969278088","0","50","1","33672","4086.2973606586456","4086.2973606586456","4086.2973606586456","1763644580","0.010637433951099713","0.7514258687544351","0.008078431715304502","1","","0.011902734366204806","2.2566413802097443","0.011555671303327318","trainable_pinn_ray_eab6b6ff"
"2025-11-20 12:07:13","9.9min","44c8bcbba4284299ba03154942135f43","trainable_pinn_ray_dec7e719","","","unknown","FINISHED","456","0.0862130255464807","256","0.002374271825970994","0.15826270983099228","0.05163643616714403","456","0.0862130255464807","256","0.002374271825970994","0.15826270983099228","0.05163643616714403","0","50","1","36856","586.3862850666046","586.3862850666046","586.3862850666046","1763637420","0.008702146440669141","0.6605332084376403","0.001876340393033443","1","","0.06273994928989053","2.227415636053003","0.011612484246037254","trainable_pinn_ray_dec7e719"
"2025-11-20 12:13:33","14.1min","e9b891b1927c448eabadd9df685e855b","trainable_pinn_ray_04f13a38","","","unknown","FINISHED","405","0.09831186581142658","256","0.0036167917246754805","0.6990591704527864","0.06154271803878017","405","0.09831186581142658","256","0.0036167917246754805","0.6990591704527864","0.06154271803878017","0","50","1","31280","837.9681363105774","837.9681363105774","837.9681363105774","1763638051","0.00867958322938795","0.9080581253225153","0.006519576912802277","1","","0.016054020588911408","2.5480887199341393","0.012491157759496545","trainable_pinn_ray_04f13a38"
"2025-11-20 13:10:31","1.1h","e907c3af80f448fea837ebbb32dc3dde","trainable_pinn_ray_941c8d4b","","","unknown","FINISHED","335","0.09420887546072512","32","0.007277772132330525","0.6326742304404561","0.15284806345187982","335","0.09420887546072512","32","0.007277772132330525","0.6326742304404561","0.15284806345187982","0","50","1","20728","3964.7657816410065","3964.7657816410065","3964.7657816410065","1763644597","0.009306471696067038","0.651528595372884","0.0068728555087940865","1","","0.0148323180622589","2.3591896317877756","0.012950321924335588","trainable_pinn_ray_941c8d4b"
"2025-11-20 12:56:00","1.3h","75c2c20a1ed44c0fb9ddf24f76ca9686","trainable_pinn_ray_068bee47","","","unknown","FINISHED","499","0.08039224819347122","256","0.005656221848061334","0.9003673505550718","0.1573000928955294","499","0.08039224819347122","256","0.005656221848061334","0.9003673505550718","0.1573000928955294","0","50","1","39800","4537.5699989795685","4537.5699989795685","4537.5699989795685","1763644298","0.009837889719302908","0.6643635139922903","0.010891725386332984","1","","0.00622642725384218","2.5346388624449627","0.013366103403103465","trainable_pinn_ray_068bee47"
"2025-11-20 11:49:20","10.4min","382f5b303cf74f6da92e66bf23afc29a","trainable_pinn_ray_24e48984","","","unknown","FINISHED","37","0.06806170450204954","256","0.00869974314330306","0.7582571766218008","0.06507310054114929","37","0.06806170450204954","256","0.00869974314330306","0.7582571766218008","0.06507310054114929","0","50","1","39204","620.0722546577454","620.0722546577454","620.0722546577454","1763636381","0.010167372237063117","0.812896539406343","0.009593368025327271","1","1.7976931348623157e+308","0.009627253750623123","2.883605117928398","0.013982680572035194","trainable_pinn_ray_24e48984"
"2025-11-20 14:50:00","8.3min","11a037c1605545debd6d556fff134122","trainable_pinn_ray_78be38dc","","","unknown","FINISHED","422","0.08423264305215504","128","0.002402560733071918","0.5327058770088899","0.05400127400848402","422","0.08423264305215504","128","0.002402560733071918","0.5327058770088899","0.05400127400848402","0","50","1","20752","492.0475695133209","492.0475695133209","492.0475695133209","1763647092","0.008323094299571081","1.0153619392953739","0.005317895362304166","1","","0.022197924848452892","2.5468778036513315","0.014042677720441286","trainable_pinn_ray_78be38dc"
"2025-11-20 12:17:45","12.5min","d10394df68cd4ba080f4573e543be0eb","trainable_pinn_ray_4a215e6e","","","unknown","FINISHED","366","0.09983317317054913","256","0.0038363464965782868","0.8290649745150419","0.09266801916652859","366","0.09983317317054913","256","0.0038363464965782868","0.8290649745150419","0.09266801916652859","0","50","1","11804","736.5011730194092","736.5011730194092","736.5011730194092","1763638202","0.00884914000640915","1.5122974618516787","0.008388653821829293","1","","0.01424070378764604","3.2802462467886184","0.014088615182269953","trainable_pinn_ray_4a215e6e"
"2025-11-20 12:19:16","14.9min","2b1f1455d0d04ed0a248c8167936f5bb","trainable_pinn_ray_aa49debe","","","unknown","FINISHED","371","0.08165530709903361","256","0.004377547258789401","0.8694585815373341","0.21160985067569585","371","0.08165530709903361","256","0.004377547258789401","0.8694585815373341","0.21160985067569585","0","50","1","20484","869.7315096855164","869.7315096855164","869.7315096855164","1763638426","0.010081109412089742","0.7076197042007639","0.011504635110384588","1","","0.007193597997259659","2.245827544491298","0.014949188817686677","trainable_pinn_ray_aa49debe"
"2025-11-20 12:06:57","8.4min","82268d62260b4cf5b7133882c06d7acd","trainable_pinn_ray_97541809","","","unknown","FINISHED","421","0.08763132024041162","256","0.002184678156604536","0.14140959810085335","0.056477133817840024","421","0.08763132024041162","256","0.002184678156604536","0.14140959810085335","0.056477133817840024","0","50","1","19780","474.28590965270996","474.28590965270996","474.28590965270996","1763637292","0.008405594394137763","0.535378423664305","0.001601395238839993","1","97541809","0.1121137295856436","1.9839285021213016","0.01738351746049003","trainable_pinn_ray_97541809"
"2025-11-20 12:16:59","11.9min","a5ca23fd534043c0908ea0e44d1e6d63","trainable_pinn_ray_e6fa9ad3","","","unknown","FINISHED","442","0.08924760397727115","256","0.0038110954787535537","0.8467652006654214","0.06409323954526186","442","0.08924760397727115","256","0.0038110954787535537","0.8467652006654214","0.06409323954526186","0","50","1","28824","702.3198993206024","702.3198993206024","702.3198993206024","1763638122","0.008813720532326085","1.2703020866471109","0.008489966229770822","1","","0.01811505160187955","3.042176307793653","0.017798256000837887","trainable_pinn_ray_e6fa9ad3"
